seed,CopresheafSAGE,GraphSAGE,Copresheaf_minus_GraphSAGE
0,0.7894736842105263,0.8157894736842105,-0.02631578947368418
1,0.7105263157894737,0.6842105263157895,0.02631578947368418
2,0.7631578947368421,0.7105263157894737,0.052631578947368474
3,0.6842105263157895,0.6578947368421053,0.02631578947368418
4,0.6842105263157895,0.7105263157894737,-0.02631578947368418
